genus	id	trg	og	n	ortho	gamma
Bumblebees	Bimp13250	Insecta	INS023077	2	GB41807	-0.134810192
Honey bees	GB41807	Insecta	INS023077	2	Bimp13250	0.272345974
Bumblebees	Bimp02613	Insecta	INS023082	2	GB53625	1.559962157
Honey bees	GB53625	Insecta	INS023082	2	Bimp02613	0.15715696
Bumblebees	Bimp13776	Insecta	INS023091	2	GB44101	0.198413035
Honey bees	GB44101	Insecta	INS023091	2	Bimp13776	-0.149545336
Bumblebees	Bimp10286	Insecta	INS023097	2	GB52750	0.296771111
Honey bees	GB52750	Insecta	INS023097	2	Bimp10286	-0.549287113
Bumblebees	Bimp05215	Insecta	INS023103	2	GB41157	2.757871078
Honey bees	GB41157	Insecta	INS023103	2	Bimp05215	0.22786547
Bumblebees	Bimp13870	Insecta	INS023104	2	GB54962	1.30411872
Honey bees	GB54962	Insecta	INS023104	2	Bimp13870	0.273563058
Bumblebees	Bimp06857	Insecta	INS023114	2	GB51908	-0.192055272
Honey bees	GB51908	Insecta	INS023114	2	Bimp06857	1.882880079
Bumblebees	Bimp11543	Hymenoptera	INS023128	2	GB41622	1.442033782
Honey bees	GB41622	Hymenoptera	INS023128	2	Bimp11543	0.337435191
Bumblebees	Bimp03706	Insecta	INS023130	2	GB43169	-0.147650754
Honey bees	GB43169	Insecta	INS023130	2	Bimp03706	0.203114173
Bumblebees	Bimp13534	Insecta	INS023154	2	GB53478	0.88107829
Honey bees	GB53478	Insecta	INS023154	2	Bimp13534	-0.01708754
Bumblebees	Bimp12318	Insecta	INS023158	2	GB44991	0.841431793
Honey bees	GB44991	Insecta	INS023158	2	Bimp12318	-0.285781976
Bumblebees	Bimp12578	Hymenoptera	INS023164	2	GB47634	0.754973506
Honey bees	GB47634	Hymenoptera	INS023164	2	Bimp12578	-0.639858692
Bumblebees	Bimp03751	Insecta	INS023166	2	GB44888	0.258404365
Honey bees	GB44888	Insecta	INS023166	2	Bimp03751	0.644065754
Bumblebees	Bimp05386	Insecta	INS023168	2	GB55835	0.597586961
Honey bees	GB55835	Insecta	INS023168	2	Bimp05386	-0.839467615
Bumblebees	Bimp12072	Insecta	INS023172	2	GB41027	0.428685805
Honey bees	GB41027	Insecta	INS023172	2	Bimp12072	-0.506706833
Bumblebees	Bimp08103	Insecta	INS023174	2	GB45946	1.036479262
Honey bees	GB45946	Insecta	INS023174	2	Bimp08103	-0.180083926
Bumblebees	Bimp01576	Insecta	INS023180	2	GB46587	1.265153014
Honey bees	GB46587	Insecta	INS023180	2	Bimp01576	0.860366602
Bumblebees	Bimp09262	Insecta	INS023191	2	GB49029	1.98193469
Honey bees	GB49029	Insecta	INS023191	2	Bimp09262	0.259271942
Bumblebees	Bimp04432	Insecta	INS023195	2	GB44016	0.379987313
Honey bees	GB44016	Insecta	INS023195	2	Bimp04432	-0.711189914
Bumblebees	Bimp04225	Insecta	INS023197	2	GB48348	0.348560197
Honey bees	GB48348	Insecta	INS023197	2	Bimp04225	0.089052156
Bumblebees	Bimp10206	Insecta	INS023201	2	GB43560	0.016023628
Honey bees	GB43560	Insecta	INS023201	2	Bimp10206	-0.225549043
Bumblebees	Bimp11145	Insecta	INS023203	2	GB50571	-0.085457987
Honey bees	GB50571	Insecta	INS023203	2	Bimp11145	0.589081314
Bumblebees	Bimp01449	Insecta	INS023206	2	GB53435	0.462625519
Honey bees	GB53435	Insecta	INS023206	2	Bimp01449	-0.676357167
Bumblebees	Bimp01348	Insecta	INS023208	2	GB40810	1.556116761
Honey bees	GB40810	Insecta	INS023208	2	Bimp01348	0.310201971
Bumblebees	Bimp08543	Hymenoptera	INS023211	2	GB50477	0.64950718
Honey bees	GB50477	Hymenoptera	INS023211	2	Bimp08543	3.113598114
Bumblebees	Bimp01485	Insecta	INS023225	2	GB53194	0.772892787
Honey bees	GB53194	Insecta	INS023225	2	Bimp01485	-0.376970586
Bumblebees	Bimp07959	Insecta	INS023235	2	GB48860	0.507430585
Honey bees	GB48860	Insecta	INS023235	2	Bimp07959	0.444412239
Bumblebees	Bimp04594	Insecta	INS023247	2	GB53602	0.650622039
Honey bees	GB53602	Insecta	INS023247	2	Bimp04594	-0.156598968
Bumblebees	Bimp03172	Insecta	INS023255	2	GB55062	0.349682506
Honey bees	GB55062	Insecta	INS023255	2	Bimp03172	0.560690557
Bumblebees	Bimp03027	Insecta	INS023263	2	GB45050	0.558266938
Honey bees	GB45050	Insecta	INS023263	2	Bimp03027	-0.294457889
Bumblebees	Bimp13081	Insecta	INS023273	2	GB54882	0.734079728
Honey bees	GB54882	Insecta	INS023273	2	Bimp00706	0.472407963
Bumblebees	Bimp14119	Insecta	INS023294	2	GB49623	0.380363885
Honey bees	GB49623	Insecta	INS023294	2	Bimp14119	-0.352779633
Bumblebees	Bimp13832	Insecta	INS023298	2	GB40441	0.640481235
Honey bees	GB40441	Insecta	INS023298	2	Bimp13832	-0.534257013
Bumblebees	Bimp02684	Insecta	INS023299	2	GB49959	0.376320276
Honey bees	GB49959	Insecta	INS023299	2	Bimp02684	0.030253948
Bumblebees	Bimp13949	Insecta	INS023300	2	GB55603	0.368027492
Honey bees	GB55603	Insecta	INS023300	2	Bimp13949	-0.121108508
Bumblebees	Bimp14283	Insecta	INS023310	2	GB54733	1.266518956
Honey bees	GB54733	Insecta	INS023310	2	Bimp14283	0.262857394
Bumblebees	Bimp14093	Insecta	INS023317	2	GB54555	0.537801151
Honey bees	GB54555	Insecta	INS023317	2	Bimp14093	-0.435169307
Bumblebees	Bimp09112	Insecta	INS023324	2	GB41580	-1.236664842
Honey bees	GB41580	Insecta	INS023324	2	Bimp09112	-0.040474007
Bumblebees	Bimp07706	Insecta	INS023325	2	GB53539	2.498611297
Honey bees	GB53539	Insecta	INS023325	2	Bimp07706	0.325042296
Bumblebees	Bimp13548	Insecta	INS023332	2	GB42821	0.370795691
Honey bees	GB42821	Insecta	INS023332	2	Bimp13548	-0.20333333
Bumblebees	Bimp08026	Insecta	INS023337	2	GB45610	0.923046326
Honey bees	GB45610	Insecta	INS023337	2	Bimp08026	0.036434972
Bumblebees	Bimp05623	Insecta	INS023341	2	GB42276	0.207203841
Honey bees	GB42276	Insecta	INS023341	2	Bimp05623	-0.149814574
Bumblebees	Bimp07233	Insecta	INS023346	2	GB41667	0.245365008
Honey bees	GB41667	Insecta	INS023346	2	Bimp07233	0.05784695
Bumblebees	Bimp09901	Insecta	INS023357	2	GB49948	1.467677141
Honey bees	GB49948	Insecta	INS023357	2	Bimp09901	0.083200333
Bumblebees	Bimp13013	Insecta	INS023360	2	GB53307	0.823556717
Honey bees	GB53307	Insecta	INS023360	2	Bimp13013	0.048494784
Bumblebees	Bimp12063	Insecta	INS023362	2	GB50210	1.018250014
Honey bees	GB50210	Insecta	INS023362	2	Bimp12063	-0.016707243
Bumblebees	Bimp12286	Insecta	INS023363	2	GB41121	-0.435861196
Honey bees	GB41121	Insecta	INS023363	2	Bimp12286	0.520736007
Bumblebees	Bimp13944	Insecta	INS023365	2	GB55593	1.098197542
Honey bees	GB55593	Insecta	INS023365	2	Bimp13944	1.785305859
Bumblebees	Bimp02783	Insecta	INS023370	2	GB50183	1.535604868
Honey bees	GB50183	Insecta	INS023370	2	Bimp02783	-0.411957074
Bumblebees	Bimp07675	Insecta	INS023371	2	GB54457	0.285469036
Honey bees	GB54488	Insecta	INS023371	2	Bimp07675	-0.344866835
Bumblebees	Bimp05731	Insecta	INS023377	2	GB49611	0.274417204
Honey bees	GB49611	Insecta	INS023377	2	Bimp05731	-0.495227282
Bumblebees	Bimp09117	Insecta	INS023380	2	GB41907	0.616398212
Honey bees	GB41907	Insecta	INS023380	2	Bimp09117	0.075687206
Bumblebees	Bimp03184	Insecta	INS023381	2	GB55101	1.260925974
Honey bees	GB55101	Insecta	INS023381	2	Bimp03184	0.13006224
Bumblebees	Bimp11519	Insecta	INS023384	2	GB41638	0.487066221
Honey bees	GB41638	Insecta	INS023384	2	Bimp11519	0.847980171
Bumblebees	Bimp08493	Insecta	INS023401	2	GB53409	0.321959157
Honey bees	GB53409	Insecta	INS023401	2	Bimp08493	0.388945693
Bumblebees	Bimp05220	Insecta	INS023404	2	GB41152	0.385314061
Honey bees	GB41152	Insecta	INS023404	2	Bimp05220	-0.096089569
Bumblebees	Bimp12724	Insecta	INS023426	2	GB50278	0.496933084
Honey bees	GB50278	Insecta	INS023426	2	Bimp12724	1.340508883
Bumblebees	Bimp01716	Insecta	INS023438	2	GB43731	0.463257835
Honey bees	GB43731	Insecta	INS023438	2	Bimp01716	-0.328249186
Bumblebees	Bimp05239	Insecta	INS023455	2	GB41139	1.273293068
Honey bees	GB41139	Insecta	INS023455	2	Bimp05239	-0.2394713
Bumblebees	Bimp12761	Insecta	INS023466	2	GB55588	0.585028212
Honey bees	GB55588	Insecta	INS023466	2	Bimp12761	0.30105816
Bumblebees	Bimp04987	Insecta	INS023467	2	GB54223	0.449998012
Honey bees	GB54223	Insecta	INS023467	2	Bimp04987	-0.403624052
Bumblebees	Bimp00940	Insecta	INS023472	2	GB53674	0.629141728
Honey bees	GB53674	Insecta	INS023472	2	Bimp00940	-0.338489223
Bumblebees	Bimp10285	Insecta	INS023473	2	GB52735	-0.082040361
Honey bees	GB52735	Insecta	INS023473	2	Bimp10285	-0.193231957
Bumblebees	Bimp00760	Insecta	INS023480	2	GB54194	0.082283587
Honey bees	GB54194	Insecta	INS023480	2	Bimp00760	-0.228596073
Bumblebees	Bimp05051	Insecta	INS023481	2	GB48402	0.138124137
Honey bees	GB48402	Insecta	INS023481	2	Bimp05051	-0.343519285
Bumblebees	Bimp01110	Insecta	INS023494	2	GB50764	0.906213414
Honey bees	GB50764	Insecta	INS023494	2	Bimp01110	-0.134073454
Bumblebees	Bimp11021	Insecta	INS023496	2	GB51382	1.657045627
Honey bees	GB51382	Insecta	INS023496	2	Bimp11021	0.740827465
Bumblebees	Bimp09040	Insecta	INS023498	2	GB51716	1.084751852
Honey bees	GB51716	Insecta	INS023498	2	Bimp09040	0.058080835
Bumblebees	Bimp11752	Insecta	INS023502	2	GB53648	0.884491005
Honey bees	GB53648	Insecta	INS023502	2	Bimp11752	0.782299396
Bumblebees	Bimp00857	Insecta	INS023505	2	GB43677	-0.113236994
Honey bees	GB43677	Insecta	INS023505	2	Bimp00857	0.798904243
Bumblebees	Bimp10172	Insecta	INS023506	2	GB41871	0.40516779
Honey bees	GB41871	Insecta	INS023506	2	Bimp10172	0.387736742
Bumblebees	Bimp01133	Insecta	INS023510	2	GB47207	0.368319682
Honey bees	GB47207	Insecta	INS023510	2	Bimp01133	0.134692545
Bumblebees	Bimp03124	Apoidea	INS023514	2	GB53748	0.717256339
Honey bees	GB53748	Apoidea	INS023514	2	Bimp03124	1.521966772
Bumblebees	Bimp03987	Hymenoptera	INS023521	2	GB42539	0.82778359
Honey bees	GB42539	Hymenoptera	INS023521	2	Bimp03987	0.482153563
Bumblebees	Bimp09249	Insecta	INS023528	2	GB43537	1.384476517
Honey bees	GB43537	Insecta	INS023528	2	Bimp09249	-0.043932973
Bumblebees	Bimp13663	Hymenoptera	INS023532	2	GB42581	1.22936185
Honey bees	GB42581	Hymenoptera	INS023532	2	Bimp13663	-0.084659215
Bumblebees	Bimp11509	Insecta	INS023538	2	GB41698	0.443305396
Honey bees	GB41698	Insecta	INS023538	2	Bimp11509	0.006491753
Bumblebees	Bimp02758	Insecta	INS023544	2	GB50032	0.381259881
Honey bees	GB50032	Insecta	INS023544	2	Bimp02758	-0.092180119
Bumblebees	Bimp11594	Insecta	INS023546	2	GB53369	1.698135893
Honey bees	GB53369	Insecta	INS023546	2	Bimp11594	1.437527781
Bumblebees	Bimp13456	Hymenoptera	INS023552	2	GB49502	0.340025793
Honey bees	GB49502	Hymenoptera	INS023552	2	Bimp13456	1.355174288
Bumblebees	Bimp13825	Insecta	INS023558	2	GB55038	0.482975429
Honey bees	GB55038	Insecta	INS023558	2	Bimp13825	-0.078598613
Bumblebees	Bimp08056	Insecta	INS023559	2	GB54368	0.607885467
Honey bees	GB54368	Insecta	INS023559	2	Bimp08056	-0.527681535
Bumblebees	Bimp10060	Insecta	INS023563	2	GB48309	0.420698303
Honey bees	GB48309	Insecta	INS023563	2	Bimp10060	-0.606515995
Bumblebees	Bimp13591	Insecta	INS023564	2	GB43306	0.250754522
Honey bees	GB43306	Insecta	INS023564	2	Bimp13591	-0.2315734
Bumblebees	Bimp02549	Insecta	INS023566	2	GB40387	0.406935574
Honey bees	GB40387	Insecta	INS023566	2	Bimp02549	-0.049605927
Bumblebees	Bimp05924	Insecta	INS023573	2	GB43815	1.612672293
Honey bees	GB43815	Insecta	INS023573	2	Bimp05924	1.284185524
Bumblebees	Bimp01612	Insecta	INS023577	2	GB50732	0.455418874
Honey bees	GB50732	Insecta	INS023577	2	Bimp01612	-0.352619505
Bumblebees	Bimp11829	Insecta	INS023586	2	GB45446	0.113345197
Honey bees	GB45446	Insecta	INS023586	2	Bimp11829	-0.076030289
Bumblebees	Bimp00509	Insecta	INS023588	2	GB46031	-0.048740735
Honey bees	GB46031	Insecta	INS023588	2	Bimp00509	-0.208102791
Bumblebees	Bimp06849	Insecta	INS023593	2	GB51900	1.522592968
Honey bees	GB51900	Insecta	INS023593	2	Bimp06849	-0.357884142
Bumblebees	Bimp07771	Insecta	INS023597	2	GB46440	1.236176306
Honey bees	GB46440	Insecta	INS023597	2	Bimp07771	0.311192406
Bumblebees	Bimp03462	Insecta	INS023598	2	GB47991	0.500768532
Honey bees	GB47991	Insecta	INS023598	2	Bimp03462	-0.027730584
Bumblebees	Bimp12045	Insecta	INS023605	2	GB50253	1.420531324
Honey bees	GB50253	Insecta	INS023605	2	Bimp12045	0.714266369
Bumblebees	Bimp03079	Insecta	INS023608	2	GB42887	1.007429139
Honey bees	GB42887	Insecta	INS023608	2	Bimp03079	0.235029722
Bumblebees	Bimp14284	Insecta	INS023613	2	GB54732	0.74451305
Honey bees	GB54732	Insecta	INS023613	2	Bimp14284	1.051215081
Bumblebees	Bimp13580	Insecta	INS023614	2	GB45390	0.545685297
Honey bees	GB45390	Insecta	INS023614	2	Bimp13580	0.276868631
Bumblebees	Bimp09869	Insecta	INS023615	2	GB49332	0.443132368
Honey bees	GB49332	Insecta	INS023615	2	Bimp09869	-0.245854044
Bumblebees	Bimp10384	Apoidea	INS023617	2	GB52096	1.04337279
Honey bees	GB52096	Apoidea	INS023617	2	Bimp10384	0.880710537
Bumblebees	Bimp06433	Insecta	INS023623	2	GB54462	0.353240741
Honey bees	GB54462	Insecta	INS023623	2	Bimp06433	-0.752998816
Bumblebees	Bimp11648	Hymenoptera	INS023636	2	GB50109	1.24073793
Honey bees	GB50109	Hymenoptera	INS023636	2	Bimp11648	-0.022958366
Bumblebees	Bimp08528	Insecta	INS023655	2	GB50453	0.270220046
Honey bees	GB50453	Insecta	INS023655	2	Bimp08528	-0.561422101
Bumblebees	Bimp12198	Insecta	INS023656	2	GB48001	-0.248773763
Honey bees	GB48001	Insecta	INS023656	2	Bimp12198	0.278200331
Bumblebees	Bimp07158	Insecta	INS023668	2	GB53581	0.063806406
Honey bees	GB53581	Insecta	INS023668	2	Bimp07158	0.815830077
Bumblebees	Bimp14194	Insecta	INS023677	2	GB44600	0.884809223
Honey bees	GB44600	Insecta	INS023677	2	Bimp14194	0.365680514
Bumblebees	Bimp01027	Insecta	INS023687	2	GB40862	0.99539352
Honey bees	GB40862	Insecta	INS023687	2	Bimp01027	-0.229919509
Bumblebees	Bimp11665	Hymenoptera	INS023695	2	GB50604	1.457629116
Honey bees	GB50604	Hymenoptera	INS023695	2	Bimp11665	0.392345622
Bumblebees	Bimp12766	Hymenoptera	INS023698	2	GB55614	0.352368941
Honey bees	GB55614	Hymenoptera	INS023698	2	Bimp12766	0.62386645
Bumblebees	Bimp05205	Insecta	INS023703	2	GB55322	0.465317206
Honey bees	GB55322	Insecta	INS023703	2	Bimp05205	0.262578844
Bumblebees	Bimp07543	Insecta	INS023710	2	GB44564	0.115163325
Honey bees	GB44564	Insecta	INS023710	2	Bimp07543	-0.369708727
Bumblebees	Bimp03216	Insecta	INS023726	2	GB41198	0.508641465
Honey bees	GB41198	Insecta	INS023726	2	Bimp03216	-0.517143004
Bumblebees	Bimp09528	Insecta	INS023741	2	GB41543	0.004787832
Honey bees	GB41543	Insecta	INS023741	2	Bimp09528	-0.413242577
Bumblebees	Bimp02167	Insecta	INS023747	2	GB55814	0.466771019
Honey bees	GB55814	Insecta	INS023747	2	Bimp02167	-0.22837338
Bumblebees	Bimp12460	Insecta	INS023763	2	GB42880	0.416701043
Honey bees	GB42880	Insecta	INS023763	2	Bimp12460	-0.062764685
Bumblebees	Bimp05190	Insecta	INS023764	2	GB44660	0.083367473
Honey bees	GB44660	Insecta	INS023764	2	Bimp05190	-0.4567363
Bumblebees	Bimp11995	Insecta	INS023766	2	GB44054	0.832013727
Honey bees	GB44054	Insecta	INS023766	2	Bimp11995	-0.138731539
Bumblebees	Bimp10357	Insecta	INS023770	2	GB53941	0.0713529
Honey bees	GB53941	Insecta	INS023770	2	Bimp10357	0.640209762
Bumblebees	Bimp13526	Hymenoptera	INS023776	2	GB45336	0.284138496
Honey bees	GB45336	Hymenoptera	INS023776	2	Bimp13526	1.206986468
Bumblebees	Bimp11547	Insecta	INS023777	2	GB41618	0.454370927
Honey bees	GB41618	Insecta	INS023777	2	Bimp11547	0.542373773
Bumblebees	Bimp13246	Insecta	INS023792	2	GB41068	1.514549744
Honey bees	GB41068	Insecta	INS023792	2	Bimp13246	0.531436723
Bumblebees	Bimp04865	Insecta	INS023796	2	GB42662	0.325185563
Honey bees	GB42662	Insecta	INS023796	2	Bimp04865	-0.226263725
Bumblebees	Bimp06631	Insecta	INS023804	2	GB55590	1.444141709
Honey bees	GB55590	Insecta	INS023804	2	Bimp06631	-0.067647595
Bumblebees	Bimp03165	Insecta	INS023815	2	GB46184	0.315488409
Honey bees	GB46184	Insecta	INS023815	2	Bimp03165	-0.313662325
Bumblebees	Bimp10447	Hymenoptera	INS023819	2	GB51126	0.239563582
Honey bees	GB51126	Hymenoptera	INS023819	2	Bimp10447	0.370616719
Bumblebees	Bimp14072	Insecta	INS023820	2	GB49583	0.384027988
Honey bees	GB49583	Insecta	INS023820	2	Bimp14072	-0.012854289
Honey bees	GB48864	Insecta	INS023835	2	NA	-0.22208442
Honey bees	GB49317	Insecta	INS023835	2	NA	-0.490934344
Bumblebees	Bimp05785	Insecta	INS023838	2	GB54964	0.648421099
Honey bees	GB54964	Insecta	INS023838	2	Bimp05785	-0.034903972
Bumblebees	Bimp08464	Insecta	INS023851	2	GB53424	0.346024648
Honey bees	GB53424	Insecta	INS023851	2	Bimp08464	-0.595464955
Bumblebees	Bimp06751	Insecta	INS023887	2	GB50727	0.246058862
Honey bees	GB50727	Insecta	INS023887	2	Bimp06751	-0.156968586
Bumblebees	Bimp08319	Insecta	INS023890	2	GB51598	1.636816598
Honey bees	GB51598	Insecta	INS023890	2	Bimp08319	-0.447929969
Bumblebees	Bimp06513	Insecta	INS023893	2	GB50147	2.276788652
Honey bees	GB50147	Insecta	INS023893	2	Bimp06513	0.184726021
Bumblebees	Bimp07526	Insecta	INS023896	2	GB45664	1.103786782
Honey bees	GB45664	Insecta	INS023896	2	Bimp07526	-0.319521817
Bumblebees	Bimp05902	Insecta	INS023916	2	GB47941	0.467850761
Honey bees	GB47941	Insecta	INS023916	2	Bimp05902	0.593242275
Bumblebees	Bimp05587	Insecta	INS023922	2	GB43506	0.394078014
Honey bees	GB43506	Insecta	INS023922	2	Bimp05587	-0.206428542
Bumblebees	Bimp02288	Insecta	INS023929	2	GB46904	0.783155617
Honey bees	GB46904	Insecta	INS023929	2	Bimp02288	-0.268479034
Bumblebees	Bimp05015	Hymenoptera	INS023940	2	GB54289	0.912047146
Honey bees	GB54289	Hymenoptera	INS023940	2	Bimp05015	-0.472174231
Bumblebees	Bimp04270	Insecta	INS023943	2	GB52512	0.578085231
Honey bees	GB52512	Insecta	INS023943	2	Bimp04270	-0.223299313
Bumblebees	Bimp01341	Insecta	INS023944	2	GB40759	0.33574457
Honey bees	GB40759	Insecta	INS023944	2	Bimp01341	0.042571444
Bumblebees	Bimp00463	Insecta	INS023945	2	GB46008	0.05045603
Honey bees	GB46008	Insecta	INS023945	2	Bimp00463	-0.183644596
Bumblebees	Bimp01573	Hymenoptera	INS023949	2	GB46585	0.472375874
Honey bees	GB46585	Hymenoptera	INS023949	2	Bimp01573	0.148886969
Bumblebees	Bimp05985	Insecta	INS023969	2	GB43694	2.666227781
Honey bees	GB43694	Insecta	INS023969	2	Bimp05985	0.31514365
Bumblebees	Bimp13599	Insecta	INS023973	2	GB40978	0.608502329
Honey bees	GB40978	Insecta	INS023973	2	Bimp13599	-0.432736788
Bumblebees	Bimp01015	Insecta	INS023987	2	GB51656	0.613362506
Honey bees	GB51656	Insecta	INS023987	2	Bimp01015	0.203994163
Bumblebees	Bimp00534	Insecta	INS023993	2	GB43776	0.073599823
Honey bees	GB43776	Insecta	INS023993	2	Bimp00534	0.213865869
Bumblebees	Bimp11821	Insecta	INS023994	2	GB45433	0.249967245
Honey bees	GB45433	Insecta	INS023994	2	Bimp11821	-0.502647982
Bumblebees	Bimp11154	Insecta	INS023998	2	GB43768	0.278932984
Honey bees	GB43768	Insecta	INS023998	2	Bimp11154	0.370021303
Bumblebees	Bimp09179	Insecta	INS024007	2	GB44294	0.379628635
Honey bees	GB44294	Insecta	INS024007	2	Bimp09179	0.364042772
Bumblebees	Bimp01060	Insecta	INS024016	2	GB42696	-0.140876965
Honey bees	GB42696	Insecta	INS024016	2	Bimp01060	-0.225457368
Bumblebees	Bimp05179	Insecta	INS024039	2	GB44671	1.458034257
Honey bees	GB44671	Insecta	INS024039	2	Bimp05179	2.304587004
Bumblebees	Bimp03475	Insecta	INS024047	2	GB51604	-0.109983928
Honey bees	GB51604	Insecta	INS024047	2	Bimp03475	0.439438493
Bumblebees	Bimp05900	Insecta	INS024051	2	GB47928	1.586006512
Honey bees	GB47928	Insecta	INS024051	2	Bimp05900	0.221447287
Bumblebees	Bimp03532	Insecta	INS024082	2	GB42189	0.250196787
Honey bees	GB42189	Insecta	INS024082	2	Bimp03532	-0.544142209
Bumblebees	Bimp01691	Insecta	INS024109	2	GB56028	0.400011921
Honey bees	GB56028	Insecta	INS024109	2	Bimp01691	-0.418931593
Bumblebees	Bimp01454	Insecta	INS024122	2	GB53297	0.739926027
Honey bees	GB53297	Insecta	INS024122	2	Bimp01454	0.408394194
Bumblebees	Bimp12915	Insecta	INS024124	2	GB47465	-0.135942899
Honey bees	GB47465	Insecta	INS024124	2	Bimp12915	0.151123124
Bumblebees	Bimp12030	Insecta	INS024138	2	GB49984	0.28111142
Honey bees	GB49984	Insecta	INS024138	2	Bimp12030	-0.057226193
Bumblebees	Bimp13556	Insecta	INS024143	2	GB51003	1.281834083
Honey bees	GB51003	Insecta	INS024143	2	Bimp13556	1.357815434
Bumblebees	Bimp13406	Hymenoptera	INS024144	2	GB42815	-0.400984175
Honey bees	GB42815	Hymenoptera	INS024144	2	Bimp13406	-0.119363923
Bumblebees	Bimp01041	Insecta	INS024149	2	GB42787	0.860060855
Honey bees	GB42787	Insecta	INS024149	2	Bimp01041	0.935989534
Bumblebees	Bimp01401	Insecta	INS024151	2	GB53225	1.238569282
Honey bees	GB53225	Insecta	INS024151	2	Bimp01401	1.870248187
Bumblebees	Bimp04567	Insecta	INS024170	2	GB47542	0.890734532
Honey bees	GB47542	Insecta	INS024170	2	Bimp04567	-0.293181019
Bumblebees	Bimp04881	Insecta	INS024172	2	GB51301	0.306638507
Honey bees	GB51301	Insecta	INS024172	2	Bimp04881	2.128729408
Bumblebees	Bimp08801	Insecta	INS024192	2	GB40080	0.180573765
Honey bees	GB40080	Insecta	INS024192	2	Bimp08801	-0.260311433
Bumblebees	Bimp01511	Insecta	INS024201	2	GB40903	1.016593192
Honey bees	GB40903	Insecta	INS024201	2	Bimp01511	-0.275557061
Bumblebees	Bimp07474	Insecta	INS024203	2	GB44702	0.564240024
Honey bees	GB44702	Insecta	INS024203	2	Bimp07474	-0.460856157
Bumblebees	Bimp06118	Insecta	INS024224	2	GB51977	0.318424634
Honey bees	GB51977	Insecta	INS024224	2	Bimp06118	-0.191268353
Bumblebees	Bimp05222	Insecta	INS024227	2	GB41151	1.094804461
Honey bees	GB41151	Insecta	INS024227	2	Bimp05222	-0.200227736
Bumblebees	Bimp00464	Insecta	INS024242	2	GB46073	-0.106783531
Honey bees	GB46073	Insecta	INS024242	2	Bimp00464	0.058844845
Bumblebees	Bimp13640	Insecta	INS024249	2	GB55191	1.389929459
Honey bees	GB55191	Insecta	INS024249	2	Bimp13640	-0.815229894
Bumblebees	Bimp00766	Insecta	INS024262	2	GB54188	0.110482192
Honey bees	GB54188	Insecta	INS024262	2	Bimp00766	-0.435086055
Bumblebees	Bimp07428	Insecta	INS024292	2	GB48624	0.028679708
Honey bees	GB48624	Insecta	INS024292	2	Bimp07428	0.513058367
Bumblebees	Bimp10864	Insecta	INS024299	2	GB48201	1.257848926
Honey bees	GB48201	Insecta	INS024299	2	Bimp10864	0.165123839
Bumblebees	Bimp06784	Hymenoptera	INS024307	2	GB46954	1.791867134
Honey bees	GB46954	Hymenoptera	INS024307	2	Bimp06784	2.28141633
